celltype	marker_gene
Early_Erythroblast	TRAF3IP1
Early_Erythroblast	PIAS2
Early_Erythroblast	DHX37
Early_Erythroblast	NUBPL
Early_Erythroblast	TTC37
Early_Erythroblast	ASH1L-AS1
Early_Erythroblast	TMEM218
Early_Erythroblast	NUDT2
Early_Erythroblast	ZNF574
Early_Erythroblast	SLC26A3
Early_Erythroblast	SLC30A6
Early_Erythroblast	UTP3
Early_Erythroblast	IRF6
Early_Erythroblast	RYK
Early_Erythroblast	AC245595.1
Early_Erythroblast	FEM1A
Early_Erythroblast	EHBP1
Early_Erythroblast	ZNF768
Early_Erythroblast	LINC01838
Early_Erythroblast	SCAP
Early_Erythroblast	ZNF551
Early_Erythroblast	PITPNB
Early_Erythroblast	GDF10
Early_Erythroblast	ZNF229
Early_Erythroblast	BMI1
Early_Erythroblast	CDAN1
Early_Erythroblast	ADNP
Early_Erythroblast	GTF3C2
Early_Erythroblast	ACOT2
Early_Erythroblast	ZNF599
Early_Erythroblast	EBAG9
Early_Erythroblast	DFFB
Early_Erythroblast	ERCC2
Early_Erythroblast	PIGN
Early_Erythroblast	ANKRD16
Early_Erythroblast	RAD51D
Early_Erythroblast	SLC12A9-AS1
Early_Erythroblast	METTL6
Early_Erythroblast	ADPRHL2
Early_Erythroblast	ABHD10
Early_Erythroblast	FAM227A
Early_Erythroblast	DPY19L1
Early_Erythroblast	LMBR1
Early_Erythroblast	INTS9
Early_Erythroblast	ZADH2
Early_Erythroblast	ZNF512B
Early_Erythroblast	ZNF473
Early_Erythroblast	LINC02354
Early_Erythroblast	ZNF638
Early_Erythroblast	CHERP
Early_Erythroblast	GNAS-AS1
Early_Erythroblast	DHX40
Early_Erythroblast	TGDS
Early_Erythroblast	WDR48
Early_Erythroblast	POLR1B
Early_Erythroblast	PRR22
Early_Erythroblast	KAT8
Early_Erythroblast	ZNF629
Early_Erythroblast	NAF1
Early_Erythroblast	SMN1
Early_Erythroblast	ZSCAN9
Early_Erythroblast	ELAC1
Early_Erythroblast	RBP5
Early_Erythroblast	PRPF8
Early_Erythroblast	NLRX1
Early_Erythroblast	ADORA2B
Early_Erythroblast	TBP
Early_Erythroblast	SLC38A7
Early_Erythroblast	BEND3
Early_Erythroblast	ZMPSTE24
Early_Erythroblast	POLR3B
Early_Erythroblast	CTU1
Early_Erythroblast	GOLGA6L10
Early_Erythroblast	NEK9
Early_Erythroblast	PARS2
Early_Erythroblast	ICE1
Early_Erythroblast	MOCS3
Early_Erythroblast	PEX11B
Early_Erythroblast	DCAF1
Early_Erythroblast	C12orf43
Early_Erythroblast	HMG20A
Early_Erythroblast	RAD51B
Early_Erythroblast	ZNF749
Early_Erythroblast	NAA35
Early_Erythroblast	ENTPD6
Early_Erythroblast	LINC00200
Early_Erythroblast	PATZ1
Early_Erythroblast	CLEC19A
Early_Erythroblast	B3GALT6
Early_Erythroblast	TBC1D13
Early_Erythroblast	SPECC1L
Early_Erythroblast	SDHAF4
Early_Erythroblast	ALG10B
Early_Erythroblast	USP54
Early_Erythroblast	SPRR2B
Early_Erythroblast	DIS3
Early_Erythroblast	LIG3
Early_Erythroblast	TRIM32
Early_Erythroblast	TSLP
Early_Erythroblast	NTN1
Early_Erythroblast	PUM1
Early_Erythroblast	LINC02041
Early_Erythroblast	MPP5
Early_Erythroblast	MAVS
Early_Erythroblast	IRF2BP1
Early_Erythroblast	FAM120C
Early_Erythroblast	TMEM184C
Early_Erythroblast	ZNF283
Early_Erythroblast	ZFYVE19
Early_Erythroblast	ZFP41
Early_Erythroblast	FIZ1
Early_Erythroblast	COG5
Early_Erythroblast	FLYWCH1
Early_Erythroblast	CSNK2A2
Early_Erythroblast	APLF
Early_Erythroblast	AC118549.1
Early_Erythroblast	ZNF497
Early_Erythroblast	NKRF
Early_Erythroblast	GATD3B
Early_Erythroblast	XACT
Early_Erythroblast	MT1G
Early_Erythroblast	VASH1-AS1
Early_Erythroblast	SNAPC4
Early_Erythroblast	TMEM254
Early_Erythroblast	AC005261.1
Early_Erythroblast	ASTN2
Early_Erythroblast	ALKBH8
Early_Erythroblast	THADA
Early_Erythroblast	ESRP2
Early_Erythroblast	GRIN2B
Early_Erythroblast	SPIN4-AS1
Early_Erythroblast	TMPRSS11F
Early_Erythroblast	MT1H
Early_Erythroblast	DHX35
Early_Erythroblast	KCNH4
Early_Erythroblast	SMN2
Early_Erythroblast	ANP32D
Early_Erythroblast	GPRC5D-AS1
Early_Erythroblast	TCF20
Early_Erythroblast	CASC1
Early_Erythroblast	POTEI
Early_Erythroblast	METTL25
Early_Erythroblast	GPR161
Early_Erythroblast	ZNF212
Early_Erythroblast	NANOS1
Early_Erythroblast	SLC26A1
Early_Erythroblast	ZFP69B
Early_Erythroblast	STK36
Early_Erythroblast	AL512625.3
Early_Erythroblast	EVPLL
Early_Erythroblast	C9orf147
Early_Erythroblast	C7orf25
Early_Erythroblast	MYO16-AS1
Early_Erythroblast	SCNN1D
Early_Erythroblast	EIF3CL
Early_Erythroblast	LINC02605
Early_Erythroblast	MAFIP
Early_Erythroblast	NR2E3
Early_Erythroblast	MFSD14C
Early_Erythroblast	COX18
Early_Erythroblast	PRICKLE3
Early_Erythroblast	TSNAX-DISC1
Eosinophil	RNASE2
Eosinophil	LYZ
Eosinophil	LGALS1
Eosinophil	RETN
Eosinophil	MT-CO2
Eosinophil	H1FX
Eosinophil	MT-CO3
Eosinophil	RPLP1
Eosinophil	MT-ND4
Eosinophil	MT-ATP6
Eosinophil	COX8A
Eosinophil	SLC44A1
Eosinophil	RFLNB
Eosinophil	SERPINB10
Eosinophil	RAB32
Eosinophil	DBI
Eosinophil	MT-ND4L
Eosinophil	MT-ND1
Eosinophil	H2AFJ
Eosinophil	MT-ND5
Eosinophil	MS4A4A
Eosinophil	BLOC1S1
Eosinophil	NT5DC2
Eosinophil	KIF22
Eosinophil	HIST1H1E
Eosinophil	MRPL33
Eosinophil	KIAA0930
Eosinophil	MZT2B
Eosinophil	SERPINB8
Eosinophil	TPM3
Eosinophil	HNRNPD
Eosinophil	ANKRD13D
Eosinophil	SUB1
Eosinophil	ASRGL1
Eosinophil	NDUFS6
Eosinophil	PRLR
Eosinophil	ALYREF
Eosinophil	MRPL23
Eosinophil	NDUFB11
Eosinophil	CEBPA
Eosinophil	RECK
Eosinophil	IQGAP3
Eosinophil	CITED4
Eosinophil	PHPT1
Eosinophil	HSPA5
Eosinophil	RPN1
Eosinophil	NDUFA3
Eosinophil	MT-CYB
Eosinophil	WDFY2
Eosinophil	TMBIM6
Eosinophil	TMEM160
Eosinophil	MBD3
Eosinophil	P2RY2
Eosinophil	IL1RAP
Eosinophil	ATP8B4
Eosinophil	SNHG25
Eosinophil	KBTBD11
Eosinophil	TMX4
Eosinophil	GNB1
Eosinophil	ROMO1
Eosinophil	HIST1H2AG
Eosinophil	CANX
Eosinophil	ZSCAN16-AS1
Eosinophil	SAPCD2
Eosinophil	RNASE1
Eosinophil	MT-ND2
Eosinophil	IL31RA
Eosinophil	IL6R
Eosinophil	ATL3
Eosinophil	SMIM4
Eosinophil	ST3GAL6
Eosinophil	TOPBP1
Eosinophil	UBP1
Eosinophil	ARHGDIA
Eosinophil	ARID1A
Eosinophil	RPS27L
Eosinophil	PABPN1
Eosinophil	COX17
Eosinophil	RCC2
Eosinophil	MBNL1
Eosinophil	CEBPG
Eosinophil	CHML
Eosinophil	FUT4
Eosinophil	HCFC1
Eosinophil	ZNF593
Eosinophil	PLAU
Eosinophil	TEDC1
Eosinophil	SEC23B
Eosinophil	HNRNPUL2
Eosinophil	INAFM1
Eosinophil	HIPK1
Eosinophil	GUSB
Eosinophil	RABL6
Eosinophil	SLC1A4
Eosinophil	DYNLL2
Eosinophil	XPO1
Eosinophil	CTBP1
Eosinophil	PTTG1IP
Eosinophil	MICAL1
Eosinophil	ACPP
Eosinophil	SLC25A24
Eosinophil	WRNIP1
Eosinophil	GBA
Eosinophil	NETO2
Eosinophil	DUSP23
Eosinophil	CERS6
Eosinophil	MT-ATP8
Eosinophil	CALCRL
Eosinophil	SNHG9
Eosinophil	RAB44
Eosinophil	COLGALT1
Eosinophil	COPRS
Eosinophil	CALU
Eosinophil	ARHGAP19
Eosinophil	SURF4
Eosinophil	COL8A2
Eosinophil	LRP8
Eosinophil	MCMBP
Eosinophil	RPS6KA3
Eosinophil	SEC24D
Eosinophil	ACLY
Eosinophil	ITGA7
Eosinophil	ARHGEF6
Eosinophil	CS
Eosinophil	LRP4-AS1
Eosinophil	PPP4R1
Eosinophil	HAAO
Eosinophil	CENPB
Eosinophil	DNM1L
Eosinophil	DTNA
Eosinophil	TMED8
Eosinophil	DAGLB
Eosinophil	ARTN
Eosinophil	TRAPPC2L
Eosinophil	CPNE2
Eosinophil	GANAB
Eosinophil	MRPL41
Eosinophil	SAMD1
Eosinophil	NUP58
Eosinophil	DUS1L
Eosinophil	COX7A2
Eosinophil	UBA1
Eosinophil	DEFB1
Eosinophil	TENT4A
Eosinophil	NUP205
Eosinophil	INTS1
Eosinophil	RAPGEF2
Eosinophil	NELFB
Eosinophil	APPL1
Eosinophil	BMP8B
Eosinophil	PIWIL4
Eosinophil	MPND
Eosinophil	ESYT2
Eosinophil	ALOX15B
Eosinophil	CLTCL1
Eosinophil	ZCCHC3
Eosinophil	CCNA1
Eosinophil	TMEM126A
Eosinophil	DGKG
Eosinophil	SUGP2
Eosinophil	TRMT6
Eosinophil	SMG7
Eosinophil	CNTROB
Eosinophil	AL162231.1
Eosinophil	MDC1
Eosinophil	CDS1
Eosinophil	RAB1B
Eosinophil	GPATCH11
Eosinophil	KLHL15
Eosinophil	PTDSS1
Eosinophil	DOT1L
Eosinophil	PHF10
Eosinophil	STS
Eosinophil	STT3B
Eosinophil	COPG1
Eosinophil	CEP350
Eosinophil	GYS1
Eosinophil	PGAM5
Eosinophil	HGS
Eosinophil	SMG5
Eosinophil	LRRC8C
Eosinophil	TBL1XR1
Eosinophil	SFTA1P
Eosinophil	PBX3
Eosinophil	TPRN
Eosinophil	FZD2
Eosinophil	GSTZ1
Eosinophil	PROSER2
Eosinophil	CNOT11
Eosinophil	SPPL3
Eosinophil	UGGT2
Eosinophil	SNAI3-AS1
Eosinophil	ACAP3
Eosinophil	E2F3
Eosinophil	EPHB3
Eosinophil	RBP4
Eosinophil	PRUNE2
Eosinophil	SEL1L2
Eosinophil	AFTPH
Eosinophil	ERLIN2
Eosinophil	SMIM19
Eosinophil	SRF
Eosinophil	ZBTB11
Eosinophil	TATDN2
Eosinophil	IGSF3
Eosinophil	HRAS
Eosinophil	FOCAD
Eosinophil	TENT5B
Eosinophil	TMEM214
Eosinophil	MAPK9
Eosinophil	PARD6G-AS1
Eosinophil	PIK3CD
Eosinophil	DNAJC21
Eosinophil	PHACTR3
Eosinophil	RAP2A
Eosinophil	FBRSL1
Eosinophil	CGAS
Eosinophil	SPAG1
Eosinophil	ARCN1
Eosinophil	PCNX3
Eosinophil	HDAC2-AS2
Eosinophil	MIER1
Eosinophil	TAF5L
Eosinophil	XPO7
Eosinophil	MAP3K21
Eosinophil	DLGAP1-AS3
Eosinophil	AC100858.3
Eosinophil	FBXL19
Eosinophil	SUCO
Eosinophil	TMEM87B
Eosinophil	RAB33B
Eosinophil	ARFGEF2
Eosinophil	LINC01775
Eosinophil	NXPE3
Eosinophil	PAXBP1
Eosinophil	CABLES2
Eosinophil	GTF2A1
Eosinophil	ATF7
Eosinophil	ERAP1
Eosinophil	FMN1
Eosinophil	TMEM250
Eosinophil	PROSER1
Eosinophil	ZNF598
Eosinophil	FOXK2
Eosinophil	AC008755.1
Eosinophil	TRERF1
Eosinophil	HTT
Eosinophil	PUM2
Eosinophil	C7orf33
Eosinophil	PQLC2
Eosinophil	UPF1
Eosinophil	MS4A4E
Eosinophil	MLLT1
Eosinophil	CLK2
Eosinophil	FBXO46
Eosinophil	HIST1H4F
Eosinophil	SLC27A4
Eosinophil	OCRL
Eosinophil	FAM238B
Eosinophil	CHKB-DT
Eosinophil	MAMDC4
Eosinophil	SCRIB
Eosinophil	MFSD6L
Eosinophil	EID2
Eosinophil	ZBED4
Eosinophil	TNFSF9
Eosinophil	TMEM236
Eosinophil	DAGLA
Eosinophil	TMEM53
Eosinophil	SMNDC1
Eosinophil	SCG5
Eosinophil	SOCS4
Eosinophil	NSUN6
Eosinophil	LSM11
Eosinophil	CWC25
Eosinophil	MED14
Eosinophil	FLVCR1
Eosinophil	DIP2B
Eosinophil	SETD2
Eosinophil	C19orf47
Eosinophil	PPP6R3
Eosinophil	TRRAP
Eosinophil	FAAP100
Eosinophil	ZNF384
Eosinophil	IKZF4
Eosinophil	SENP1
Eosinophil	KCTD2
Eosinophil	PRAC2
Eosinophil	LRP1-AS
Eosinophil	BRPF1
Eosinophil	GBF1
Eosinophil	BAHD1
Eosinophil	NT5DC3
Eosinophil	B9D2
Eosinophil	CAMSAP3
Eosinophil	ANKS1A
Eosinophil	SSH3
Eosinophil	SAMD15
Eosinophil	MYF6
Eosinophil	C19orf54
Eosinophil	CHRFAM7A
Eosinophil	GIT1
Eosinophil	PPP1R12B
Eosinophil	LINC01954
Eosinophil	SRGAP2-AS1
Eosinophil	CHD8
Eosinophil	ZAR1L
Eosinophil	EVI5L
Eosinophil	HEATR5B
Eosinophil	EXOSC6
Eosinophil	TEKT5
Eosinophil	M1AP
Eosinophil	WASHC2A
Eosinophil	LINC01305
Eosinophil	PLA2G2C
Eosinophil	BTBD1
Eosinophil	KMT2B
Eosinophil	AQP4-AS1
Eosinophil	USP43
Eosinophil	SOX5-AS1
Eosinophil	NGEF
Eosinophil	PTPN23
Eosinophil	TAF1
Eosinophil	FAM180B
Eosinophil	ARFGAP1
Eosinophil	YEATS2
Eosinophil	GOLGA8S
Eosinophil	DARS-AS1
Eosinophil	C10orf55
Eosinophil	ANKRD61
Eosinophil	USP19
Eosinophil	FAM83C
Eosinophil	ANKRD63
Eosinophil	CD300LD
Eosinophil	ELOA2
Eosinophil	HTN1
Eosinophil	LINC00452
Eosinophil	LINC02140
Eosinophil	OR6C70
Eosinophil	NADK2-AS1
Eosinophil	KRT85
Eosinophil	KRT16
Eosinophil	LINC01228
Eosinophil	HACE1
Eosinophil	ABCC5-AS1
Eosinophil	CCDC96
Eosinophil	HCRT
Eosinophil	LINC01396
Eosinophil	MBD3L1
Eosinophil	OAZ3
Eosinophil	MYO1A
Eosinophil	MAU2
Eosinophil	PPIP5K1
Eosinophil	TSPAN16
Eosinophil	SLC12A8
Eosinophil	RNF185-AS1
Eosinophil	ZBTB47
Eosinophil	MS4A6E
Eosinophil	ZNF20
Eosinophil	TRIM41
Eosinophil	NCDN
Eosinophil	RAVER1
Eosinophil	DIAPH2-AS1
Eosinophil	AP000943.2
Eosinophil	STK35
Eosinophil	SLC12A1
Eosinophil	SCAT2
Eosinophil	TIAF1
Eosinophil	GAST
Eosinophil	EXOSC10-AS1
Eosinophil	VPS13D
Eosinophil	NMNAT2
Eosinophil	CEP83-DT
Eosinophil	PIWIL3
Eosinophil	PCDHA9
Eosinophil	IL17RD
Eosinophil	KRTAP5-7
Eosinophil	NDST1-AS1
Eosinophil	PCDH10
Eosinophil	GABRA4
Eosinophil	LINC01126
Eosinophil	NOD1
Eosinophil	CPT1B
Eosinophil	LINC00501
Eosinophil	TBL1Y
Eosinophil	PDYN-AS1
Eosinophil	OMG
Eosinophil	MIR2052HG
Eosinophil	BCYRN1
Eosinophil	YTHDF3-AS1
Eosinophil	TMEM145
Eosinophil	ATF7-NPFF
Eosinophil	SLC2A12
Eosinophil	MIR4300HG
Eosinophil	TAS2R10
Eosinophil	ADM5
Eosinophil	FAM66A
Eosinophil	FBXO24
Eosinophil	FOXI1
Eosinophil	CLEC3A
Eosinophil	KDM5C
Eosinophil	GAS2L2
Eosinophil	OR51E2
Eosinophil	LNCOC1
Eosinophil	PPP1R21
Eosinophil	IBA57-DT
Eosinophil	APCDD1L
Eosinophil	SLC8A2
Eosinophil	LINC00500
Eosinophil	TBR1
Eosinophil	LPO
Eosinophil	ETNPPL
Eosinophil	MYCBP2-AS1
Eosinophil	C3orf22
Eosinophil	ECSCR
Eosinophil	LINC02213
Eosinophil	MIP
Eosinophil	TGM3
Eosinophil	ZSCAN5B
Eosinophil	ZNF25-DT
Eosinophil	TMEM89
Eosinophil	LRRC37A
Eosinophil	DMRT1
Eosinophil	LINC02085
Eosinophil	SCGB1A1
Eosinophil	KCNJ9
Eosinophil	CPA6
Eosinophil	FAM222A
Eosinophil	LINC00563
Eosinophil	SRCIN1
Eosinophil	GABRG3
Eosinophil	ANKRD20A1
Eosinophil	CCDC103
Eosinophil	NSMCE1-DT
Eosinophil	GABRB1
Eosinophil	LINC00608
Eosinophil	IL22RA2
Eosinophil	KCND1
Eosinophil	LINC02634
Eosinophil	GRM2
Eosinophil	LINC02471
Eosinophil	CSPG5
Eosinophil	FNDC9
Eosinophil	BCL2L15
Eosinophil	SLCO1A2
Eosinophil	RGPD1
Eosinophil	TMEM262
Eosinophil	TBC1D3I
Eosinophil	NPFF
Eosinophil	NPIPA3
Eosinophil	SLC7A9
Eosinophil	C1QTNF2
Eosinophil	TARM1
Eosinophil	CTAGE1
Eosinophil	SUCLA2-AS1
Eosinophil	CHRNB2
Follicular_B_cell	MS4A1
Follicular_B_cell	CD79A
Follicular_B_cell	BANK1
Follicular_B_cell	LINC00926
Follicular_B_cell	CD37
Follicular_B_cell	TNFRSF13C
Follicular_B_cell	RALGPS2
Follicular_B_cell	BLK
Follicular_B_cell	LINC01781
Follicular_B_cell	LINC01857
Follicular_B_cell	HLA-DOB
Follicular_B_cell	P2RX5
Follicular_B_cell	TNFRSF13B
Follicular_B_cell	ARHGAP24
Follicular_B_cell	FCER2
Follicular_B_cell	CD22
Follicular_B_cell	FCRLA
Follicular_B_cell	ADAM28
Follicular_B_cell	FCRL2
Follicular_B_cell	PNOC
Follicular_B_cell	CD40
Follicular_B_cell	FCRL1
Follicular_B_cell	HVCN1
Follicular_B_cell	OSBPL10-AS1
Follicular_B_cell	LINC02397
Follicular_B_cell	CD52
Follicular_B_cell	RPS11
Follicular_B_cell	TLR10
Follicular_B_cell	BIRC3
Follicular_B_cell	CYB561A3
Follicular_B_cell	SPIB
Follicular_B_cell	COBLL1
Follicular_B_cell	CD19
Follicular_B_cell	GNG7
Follicular_B_cell	CLECL1
Follicular_B_cell	1-Mar
Follicular_B_cell	CD83
Follicular_B_cell	TMEM156
Follicular_B_cell	CPNE5
Follicular_B_cell	MEF2C
Follicular_B_cell	CXCR5
Follicular_B_cell	PLPP5
Follicular_B_cell	EZR
Follicular_B_cell	SWAP70
Follicular_B_cell	FCGR2B
Follicular_B_cell	NFKBID
Follicular_B_cell	AIM2
Follicular_B_cell	ZBTB32
Follicular_B_cell	SMIM14
Follicular_B_cell	IFT57
Follicular_B_cell	SEL1L3
Follicular_B_cell	TPD52
Follicular_B_cell	BACE2
Follicular_B_cell	CNR2
Follicular_B_cell	SP140
Follicular_B_cell	FCMR
Follicular_B_cell	ACP5
Follicular_B_cell	TCOF1
Follicular_B_cell	ORAI2
Follicular_B_cell	PRDM2
Follicular_B_cell	CNFN
Follicular_B_cell	RRAS2
Follicular_B_cell	RAB30
Follicular_B_cell	KLK1
Follicular_B_cell	MACROD2
Follicular_B_cell	DRAM2
Follicular_B_cell	RHBDF2
Follicular_B_cell	LCN8
Follicular_B_cell	TMEM154
Follicular_B_cell	PKHD1L1
Follicular_B_cell	LY9
Follicular_B_cell	COL19A1
Follicular_B_cell	ADAM19
Follicular_B_cell	AP1S3
Follicular_B_cell	GGA2
Follicular_B_cell	BCAS4
Follicular_B_cell	NXPH4
Follicular_B_cell	CXXC5
Follicular_B_cell	PPM1K
Follicular_B_cell	COL4A4
Follicular_B_cell	STAP1
Follicular_B_cell	SEMA4B
Follicular_B_cell	PNISR
Follicular_B_cell	COCH
Follicular_B_cell	PLEKHG1
Follicular_B_cell	CD70
Follicular_B_cell	TRAF5
Follicular_B_cell	ABCB4
Follicular_B_cell	EBI3
Follicular_B_cell	ISCU
Follicular_B_cell	CD180
Follicular_B_cell	LARGE1
Follicular_B_cell	HLA-DOA
Follicular_B_cell	LINC02422
Follicular_B_cell	FXYD1
Follicular_B_cell	COL4A3
Follicular_B_cell	METTL8
Follicular_B_cell	C12orf74
Follicular_B_cell	GNG3
Follicular_B_cell	STX7
Follicular_B_cell	OSTN-AS1
Follicular_B_cell	FCRL3
Follicular_B_cell	GPM6A
Follicular_B_cell	NCOA3
Follicular_B_cell	ZNF860
Follicular_B_cell	UGT8
Follicular_B_cell	DENND5B
Follicular_B_cell	CNTNAP2
Follicular_B_cell	SP100
Follicular_B_cell	VOPP1
Follicular_B_cell	SETBP1
Follicular_B_cell	KDM4B
Follicular_B_cell	DOK7
Follicular_B_cell	LINC02413
Follicular_B_cell	IKZF3
Follicular_B_cell	LINC00494
Follicular_B_cell	REL
Follicular_B_cell	OSBPL10
Follicular_B_cell	SYNPO
Follicular_B_cell	TEX9
Follicular_B_cell	E2F5
Follicular_B_cell	CHD7
Follicular_B_cell	ARHGAP25
Follicular_B_cell	LIMS2
Follicular_B_cell	BTNL9
Follicular_B_cell	SPON1
Follicular_B_cell	LARGE2
Follicular_B_cell	SLC38A11
Follicular_B_cell	PTPN1
Follicular_B_cell	SP110
Follicular_B_cell	TBC1D9
Follicular_B_cell	TFEB
Follicular_B_cell	ZDHHC21
Follicular_B_cell	SMAGP
Follicular_B_cell	NFKB2
Follicular_B_cell	GNB5
Follicular_B_cell	PEG10
Follicular_B_cell	COL9A3
Follicular_B_cell	DUSP22
Follicular_B_cell	AK8
Follicular_B_cell	BTLA
Follicular_B_cell	BAIAP3
Follicular_B_cell	CYSLTR1
Follicular_B_cell	C12orf42
Follicular_B_cell	PARP15
Follicular_B_cell	IGHE
Follicular_B_cell	NT5E
Follicular_B_cell	SH3BP5
Follicular_B_cell	MICAL3
Follicular_B_cell	PAWR
Follicular_B_cell	FAM177B
Follicular_B_cell	DNAJC10
Follicular_B_cell	DNAJC5B
Follicular_B_cell	DUS2
Follicular_B_cell	LINC02245
Follicular_B_cell	TMEM273
Follicular_B_cell	CRACR2B
Follicular_B_cell	HIP1R
Follicular_B_cell	TRIM38
Follicular_B_cell	CDK14
Follicular_B_cell	GRAMD1C
Follicular_B_cell	PRKD3
Follicular_B_cell	TTN
Follicular_B_cell	C1orf220
Follicular_B_cell	EBLN3P
Follicular_B_cell	CR2
Follicular_B_cell	EML6
Follicular_B_cell	LRMP
Follicular_B_cell	DMXL1
Follicular_B_cell	HLA-DQB2
Follicular_B_cell	KMT2E
Follicular_B_cell	PLCE1
Follicular_B_cell	KCNIP2
Follicular_B_cell	CAMK1D
Follicular_B_cell	ANKRD13A
Follicular_B_cell	GPR18
Follicular_B_cell	WNT16
Follicular_B_cell	CD80
Follicular_B_cell	MRVI1-AS1
Follicular_B_cell	CLEC17A
Follicular_B_cell	RABEP2
Follicular_B_cell	MBD4
Follicular_B_cell	PIP4P1
Follicular_B_cell	PLEKHF2
Follicular_B_cell	SOX5
Follicular_B_cell	MIR29B2CHG
Follicular_B_cell	RNGTT
Follicular_B_cell	P2RX5-TAX1BP3
Follicular_B_cell	STEAP1B
Follicular_B_cell	ZNF296
Follicular_B_cell	SNX29
Follicular_B_cell	CSNK1G3
Follicular_B_cell	KLF8
Follicular_B_cell	PRDM4
Follicular_B_cell	RASSF6
Follicular_B_cell	CCDC106
Follicular_B_cell	PIKFYVE
Follicular_B_cell	SYBU
Follicular_B_cell	KMO
Follicular_B_cell	MIR155HG
Follicular_B_cell	ST6GAL1
Follicular_B_cell	ZNF821
Follicular_B_cell	NUAK2
Follicular_B_cell	KHDRBS2
Follicular_B_cell	CEPT1
Follicular_B_cell	LSM10
Follicular_B_cell	TSPAN3
Follicular_B_cell	GEN1
Follicular_B_cell	ZNF791
Follicular_B_cell	SDR16C5
Follicular_B_cell	UVRAG
Follicular_B_cell	KIAA0040
Follicular_B_cell	PRKD2
Follicular_B_cell	TOR3A
Follicular_B_cell	MIR3681HG
Follicular_B_cell	DOP1B
Follicular_B_cell	CCDC32
Follicular_B_cell	KAT2A
Follicular_B_cell	LPAR5
Follicular_B_cell	TRAF3
Follicular_B_cell	ZDHHC19
Follicular_B_cell	LINC01918
Follicular_B_cell	SHISA8
Follicular_B_cell	ITSN2
Follicular_B_cell	UPF2
Follicular_B_cell	BTN2A2
Follicular_B_cell	PTCHD1
Follicular_B_cell	9-Mar
Follicular_B_cell	RHOBTB2
Follicular_B_cell	ADAMTS6
Follicular_B_cell	CLASRP
Follicular_B_cell	SERPINB9P1
Follicular_B_cell	HTR3A
Follicular_B_cell	LAMTOR5
Follicular_B_cell	LINC01588
Follicular_B_cell	TCTN1
Follicular_B_cell	KCNG1
Follicular_B_cell	AC027097.1
Follicular_B_cell	BEND5
Follicular_B_cell	QSOX2
Follicular_B_cell	DSP
Follicular_B_cell	SLC16A4
Follicular_B_cell	ARLNC1
Follicular_B_cell	VAV3-AS1
Follicular_B_cell	SIPA1L3
Follicular_B_cell	SLC2A11
Follicular_B_cell	ZNF581
Follicular_B_cell	ATF7IP
Follicular_B_cell	DIRAS1
Follicular_B_cell	MRNIP
Follicular_B_cell	SLC25A42
Follicular_B_cell	PHKB
Follicular_B_cell	FFAR1
Follicular_B_cell	UTS2B
Follicular_B_cell	BLOC1S2
Follicular_B_cell	MX1
Follicular_B_cell	AMN
Follicular_B_cell	ARL14
Follicular_B_cell	GAS6-AS1
Follicular_B_cell	DBNDD1
Follicular_B_cell	CHAD
Follicular_B_cell	AMN1
Follicular_B_cell	ZBTB24
Follicular_B_cell	SNX25
Follicular_B_cell	CHRNA1
Follicular_B_cell	SOWAHD
Follicular_B_cell	ZCWPW1
Follicular_B_cell	RALGPS1
Follicular_B_cell	CERNA1
Follicular_B_cell	FBXO10
Follicular_B_cell	SPINT1-AS1
Follicular_B_cell	PLCG2
Follicular_B_cell	CECR7
Follicular_B_cell	GALNTL6
Follicular_B_cell	NETO1
Follicular_B_cell	FAM214A
Follicular_B_cell	ARHGAP17
Follicular_B_cell	KCNH8
Follicular_B_cell	GLRA3
Follicular_B_cell	PTPRO
Follicular_B_cell	TBC1D22A
Follicular_B_cell	RASGRF1
Follicular_B_cell	ELOVL5
Follicular_B_cell	GCNT2
Follicular_B_cell	SLC16A1-AS1
Follicular_B_cell	FA2H
Follicular_B_cell	LIX1-AS1
Follicular_B_cell	BEND4
Follicular_B_cell	DENND4A
Follicular_B_cell	SGCA
Follicular_B_cell	MOB3B
Follicular_B_cell	LINC01685
Follicular_B_cell	SLC6A16
Follicular_B_cell	NFX1
Follicular_B_cell	ZNF532
Follicular_B_cell	ILDR1
Follicular_B_cell	CDK5R1
Follicular_B_cell	KHDC4
Follicular_B_cell	BLCAP
Follicular_B_cell	ZNF165
Follicular_B_cell	PIGR
Follicular_B_cell	ZCCHC18
Follicular_B_cell	CYB5R2
Follicular_B_cell	ZBED5
Follicular_B_cell	PPFIBP2
Follicular_B_cell	MAP3K9
Follicular_B_cell	ITPR1
Follicular_B_cell	BICD1
Follicular_B_cell	ZBTB20-AS5
Follicular_B_cell	AKAP2
Follicular_B_cell	TMUB2
Follicular_B_cell	PNMA5
Follicular_B_cell	WSCD2
Follicular_B_cell	DNAH8
Follicular_B_cell	COLCA2
Follicular_B_cell	PYCARD-AS1
Follicular_B_cell	TAL2
Follicular_B_cell	POF1B
Follicular_B_cell	AFF4
Follicular_B_cell	FNBP4
Follicular_B_cell	C11orf24
Follicular_B_cell	PRICKLE1
Follicular_B_cell	ATP8B1
Follicular_B_cell	VCPKMT
Follicular_B_cell	RNASEH1-AS1
Follicular_B_cell	MGAT5
Follicular_B_cell	VHL
Follicular_B_cell	AC137767.1
